customerid,firstname,lastname,address1,address2,city,state,zip,country,region,email,phone,creditcardtype,creditcard,creditcardexpiration,username,password,age,income,gender
144,AMSHOQ,HKNDSUZNKQ,5440590231 Dell Way,,OXVEYGF,AR,59430,US,1,HKNDSUZNKQ@dell.com,5440590231,5,2107666220050305,2009/11,user144,password,21,40000,F
145,UNYKUI,YXBSWPDNDA,3522341788 Dell Way,,JIZPOAE,AR,95317,US,1,YXBSWPDNDA@dell.com,3522341788,2,8590224726591260,2009/06,user145,password,34,20000,M
146,EMUNLR,PDOFHCJHLR,1861340140 Dell Way,,GBGHFHG,MS,60245,US,1,PDOFHCJHLR@dell.com,1861340140,5,1319741338025778,2009/12,user146,password,19,60000,F
147,UAWMPA,BUHDDOPVVR,9813855180 Dell Way,,CDXKKKY,MS,31000,US,1,BUHDDOPVVR@dell.com,9813855180,5,2573778084479272,2008/04,user147,password,62,100000,F
148,MHXMIS,UMWICSETUI,5060410082 Dell Way,,QESBDFH,CO,11100,US,1,UMWICSETUI@dell.com,5060410082,1,3798310699407011,2008/11,user148,password,63,60000,F
149,NBNGVZ,CEBVIVPQMU,9064342289 Dell Way,,JNXOUAP,IA,19326,US,1,CEBVIVPQMU@dell.com,9064342289,2,1060866510029882,2010/11,user149,password,32,20000,M
150,SHSSKW,UGFPVWBQFO,6713663457 Dell Way,,NUJNJPQ,IL,89840,US,1,UGFPVWBQFO@dell.com,6713663457,4,7678243461530656,2012/11,user150,password,64,60000,F
151,JGOFAU,LPQHQGNFUI,7969281022 Dell Way,,OHSDYZA,ND,79849,US,1,LPQHQGNFUI@dell.com,7969281022,2,6614301770459861,2010/12,user151,password,74,80000,F
152,IAEDLT,TSKAGQUOEC,6712504583 Dell Way,,GIAGJPA,CT,97902,US,1,TSKAGQUOEC@dell.com,6712504583,3,9115279169287532,2010/04,user152,password,22,80000,F
153,FWTZQM,JQSZLHENNM,1207147861 Dell Way,,OTWDUZD,MD,57064,US,1,JQSZLHENNM@dell.com,1207147861,5,8568743811454625,2008/07,user153,password,29,40000,F
154,XHBKRS,CQEJVSXIGR,5570075807 Dell Way,,EKLDNVR,NC,69460,US,1,CQEJVSXIGR@dell.com,5570075807,4,2965509313158691,2011/12,user154,password,65,60000,F
155,SZWLBN,PLIHJROAVY,2624904403 Dell Way,,LZMHQAZ,DC,67409,US,1,PLIHJROAVY@dell.com,2624904403,5,6121233948506415,2012/05,user155,password,74,60000,F
156,QZLEOW,NWGEKGZJSZ,1288064537 Dell Way,,VAPVZTM,DC,60252,US,1,NWGEKGZJSZ@dell.com,1288064537,5,9553356157615782,2012/07,user156,password,40,60000,M
157,TQBQDY,WHICHRVGMV,2061304593 Dell Way,,WIUPUYE,SD,92565,US,1,WHICHRVGMV@dell.com,2061304593,4,4973234752193093,2010/02,user157,password,86,20000,M
158,AUVYQD,HTLYOSLKOU,5235986700 Dell Way,,EEOCIJA,MN,99500,US,1,HTLYOSLKOU@dell.com,5235986700,5,1709392597433179,2010/01,user158,password,75,60000,M
159,QJNUQG,FPVXBFMVJQ,8270375752 Dell Way,,JMZTNLS,WY,40268,US,1,FPVXBFMVJQ@dell.com,8270375752,3,4545490718446672,2010/11,user159,password,35,40000,F
160,TZVAFL,VDMAPHKGRX,4736229063 Dell Way,,GKLRDLA,WA,85709,US,1,VDMAPHKGRX@dell.com,4736229063,3,7071166023612023,2011/09,user160,password,81,60000,M
161,SKYDGB,QHRXRXPPDZ,9937922485 Dell Way,,BVCMWAI,ID,60078,US,1,QHRXRXPPDZ@dell.com,9937922485,5,3754587507341057,2012/05,user161,password,21,60000,M
162,ATZBJG,THYQWOUVPQ,8539709012 Dell Way,,YBMZKTN,MA,70518,US,1,THYQWOUVPQ@dell.com,8539709012,2,1063123161438852,2012/11,user162,password,72,100000,M
163,TZYZSF,YJCMDYBUWD,7051157108 Dell Way,,GWNZJXR,HI,25077,US,1,YJCMDYBUWD@dell.com,7051157108,1,1011314923875033,2010/01,user163,password,59,20000,M
164,MDRSBA,UOETQYPTEL,4485849114 Dell Way,,HEVFVBK,MT,25714,US,1,UOETQYPTEL@dell.com,4485849114,5,2577017887029797,2012/02,user164,password,28,60000,F
165,UEHVZW,ZSMXIGCUOH,1355972789 Dell Way,,QTCRDQW,NC,60279,US,1,ZSMXIGCUOH@dell.com,1355972789,3,6849177487194539,2008/12,user165,password,82,100000,F
166,EVCAUU,NSDTVXHCNB,1234921125 Dell Way,,FFFVCTJ,CT,32046,US,1,NSDTVXHCNB@dell.com,1234921125,2,2738955661188811,2012/04,user166,password,40,20000,F
167,KDXFQP,IKKGSMTURZ,2577301920 Dell Way,,ZNBTWEZ,VT,53841,US,1,IKKGSMTURZ@dell.com,2577301920,5,7954928710591049,2010/11,user167,password,81,100000,F
168,TCRJLC,TRUGLOYLOL,9521375513 Dell Way,,NHIRGFE,MI,12756,US,1,TRUGLOYLOL@dell.com,9521375513,5,9429098135326060,2012/10,user168,password,89,60000,M
169,RXJTRB,NYNCWYQHLX,8166259560 Dell Way,,PDEVIPW,ID,58146,US,1,NYNCWYQHLX@dell.com,8166259560,1,4229035379830748,2011/08,user169,password,39,60000,M
170,REGTSE,GUAFKIRIYU,9938818816 Dell Way,,MTCCQJQ,ME,49451,US,1,GUAFKIRIYU@dell.com,9938818816,1,1698986183851957,2009/08,user170,password,64,100000,M
171,WSMAYG,BERJVZIPMB,6383758055 Dell Way,,SOSCFCN,GA,36927,US,1,BERJVZIPMB@dell.com,6383758055,3,9211614733561874,2009/06,user171,password,68,20000,F
172,EDCKFG,CPBBXROZKC,9827637124 Dell Way,,RMIUZNB,NH,10719,US,1,CPBBXROZKC@dell.com,9827637124,5,5090842019300908,2011/12,user172,password,61,100000,F
173,SGHYIW,AKTSYSCBJO,4240752714 Dell Way,,JDOXFEX,DE,99123,US,1,AKTSYSCBJO@dell.com,4240752714,5,9316775482147932,2012/09,user173,password,90,80000,M
174,GPHCQR,WIQOKRXZBA,6616090950 Dell Way,,OYFSWKS,HI,32573,US,1,WIQOKRXZBA@dell.com,6616090950,1,9422093743458392,2011/11,user174,password,82,100000,F
175,EABVWK,MKUDIUFIIE,2453803311 Dell Way,,OBAZTGF,LA,49960,US,1,MKUDIUFIIE@dell.com,2453803311,5,3537283960264176,2008/11,user175,password,70,20000,M
176,UATEND,ZRLUWUCBJD,1612266074 Dell Way,,CIXIOGU,OK,32358,US,1,ZRLUWUCBJD@dell.com,1612266074,4,2124531744979322,2011/12,user176,password,18,60000,M
177,TTMWTE,INACQBMUEU,3690125030 Dell Way,,RMJYHCE,KY,87228,US,1,INACQBMUEU@dell.com,3690125030,1,8344086087308825,2009/09,user177,password,77,20000,F
178,IXGMFT,MIKOUESPVF,7778050487 Dell Way,,ZTMCYWY,HI,99138,US,1,MIKOUESPVF@dell.com,7778050487,3,7467364052310587,2010/07,user178,password,33,100000,F
179,LISFVB,QKWUCLPILJ,4419226889 Dell Way,,VNHRLNR,GA,15976,US,1,QKWUCLPILJ@dell.com,4419226889,4,6736056394875050,2010/08,user179,password,26,20000,M
180,VHVWXF,SRIEHQQRMD,2864315572 Dell Way,,ZDPNUVO,FL,63957,US,1,SRIEHQQRMD@dell.com,2864315572,4,3229760578833520,2009/10,user180,password,34,20000,F
181,BAZGTR,OXZFNQRRPU,9615864405 Dell Way,,HCPCRUS,UT,59176,US,1,OXZFNQRRPU@dell.com,9615864405,2,4315120882354677,2008/05,user181,password,52,40000,F
182,MMCDAA,CGOTXGISNL,9977305070 Dell Way,,HQCCIZQ,IN,28214,US,1,CGOTXGISNL@dell.com,9977305070,3,6033942591864616,2010/09,user182,password,86,100000,F
183,BBFBEM,PXJWFCJRKZ,5815056834 Dell Way,,UMIUCQZ,CA,20953,US,1,PXJWFCJRKZ@dell.com,5815056834,3,8543319231830538,2010/06,user183,password,20,60000,M
184,GOSSEP,CAVEKMOKGA,4027881849 Dell Way,,TBDJAFM,ND,80573,US,1,CAVEKMOKGA@dell.com,4027881849,1,3435135567095131,2009/07,user184,password,77,80000,F
185,NJHDLI,YQTLFDSFWT,6721374519 Dell Way,,JGTPTIJ,CA,40114,US,1,YQTLFDSFWT@dell.com,6721374519,3,8799941331148148,2010/01,user185,password,88,100000,F
186,GCXPBN,IMSMFYIYHP,2990152133 Dell Way,,SWJAGLJ,UT,90374,US,1,IMSMFYIYHP@dell.com,2990152133,2,9778463285882028,2008/04,user186,password,48,60000,F
187,HBMVKY,NWDMFCUUUR,5063134523 Dell Way,,DVXPEUM,MD,21340,US,1,NWDMFCUUUR@dell.com,5063134523,3,4950456544756890,2012/01,user187,password,80,20000,F
188,IZMHNJ,LAONUIILMD,7440923984 Dell Way,,JBIDOSH,WY,37322,US,1,LAONUIILMD@dell.com,7440923984,5,4178096932359040,2010/01,user188,password,51,100000,F
189,YENHPO,WDIELURPDT,3449626268 Dell Way,,XHHQOHX,IL,24443,US,1,WDIELURPDT@dell.com,3449626268,5,2682829477824271,2011/09,user189,password,32,80000,M
190,TZNHVQ,PABKSQOLOV,4651647065 Dell Way,,TEKBCRF,KY,58823,US,1,PABKSQOLOV@dell.com,4651647065,1,3582177852746099,2011/10,user190,password,32,40000,M
191,SQPIGQ,JQIAEUOAOS,9312927970 Dell Way,,KPUCVDQ,HI,30690,US,1,JQIAEUOAOS@dell.com,9312927970,5,9968570222612472,2008/03,user191,password,72,100000,M
192,IDBYNR,HNWBCWQVGF,9945151528 Dell Way,,QJBTZHZ,VT,20452,US,1,HNWBCWQVGF@dell.com,9945151528,1,3657055824529380,2011/11,user192,password,25,20000,M
193,DBNVIB,RKDNAZUGPD,9899340102 Dell Way,,HJDPJBS,KY,17662,US,1,RKDNAZUGPD@dell.com,9899340102,1,9476211321074516,2008/03,user193,password,86,40000,F
194,LBOMSY,QGZQAFFENO,4313723413 Dell Way,,HCXIUGL,RI,41702,US,1,QGZQAFFENO@dell.com,4313723413,5,5750362674240023,2009/02,user194,password,72,80000,F
195,HGWGXC,FNCLSHYHOA,4104551268 Dell Way,,FXVMIPV,OH,50286,US,1,FNCLSHYHOA@dell.com,4104551268,1,5839422373566777,2008/10,user195,password,67,40000,F
196,NQXPVL,SGEZFLOFRL,6541135995 Dell Way,,BDUQYMC,IL,54277,US,1,SGEZFLOFRL@dell.com,6541135995,2,3270581658463925,2009/10,user196,password,37,100000,F
197,ELFQEM,UDRGSXYEZB,2696203470 Dell Way,,YPALRHY,IL,71710,US,1,UDRGSXYEZB@dell.com,2696203470,3,5081255959346891,2010/05,user197,password,79,80000,M
198,BHZOCD,GJVEHADJZT,8223866562 Dell Way,,JKKRIRJ,NC,34094,US,1,GJVEHADJZT@dell.com,8223866562,5,6962987584527583,2011/08,user198,password,53,80000,M
199,MHAPOJ,LSQLWAKPJV,6475307981 Dell Way,,ZAERJSY,FL,71865,US,1,LSQLWAKPJV@dell.com,6475307981,5,3916127920616418,2008/07,user199,password,35,60000,M
200,GEJPQC,GCYGMOQINQ,2739437763 Dell Way,,MFAEDFW,PA,12572,US,1,GCYGMOQINQ@dell.com,2739437763,5,6217044524848462,2010/06,user200,password,48,80000,M
201,UHFXOI,WVUKLDYCPD,9292288565 Dell Way,,CUHIQBI,TX,91453,US,1,WVUKLDYCPD@dell.com,9292288565,2,4009823579341173,2009/12,user201,password,86,20000,F
202,EBVMXQ,HHBKFEAJGU,9389964211 Dell Way,,QPLSXHP,TN,60828,US,1,HHBKFEAJGU@dell.com,9389964211,1,5774560738354922,2012/04,user202,password,75,20000,F
203,PNHGUP,HFULFESZVH,8229181451 Dell Way,,LNFSCBH,AL,32047,US,1,HFULFESZVH@dell.com,8229181451,5,6141538870055229,2010/12,user203,password,86,20000,F
204,FLHUTM,PERTXRPFCC,3734459121 Dell Way,,LVEMCFT,VA,22085,US,1,PERTXRPFCC@dell.com,3734459121,3,1788752209395170,2009/09,user204,password,59,60000,F
205,WGVIWA,AQYSFDUHOP,9479539791 Dell Way,,MBSSUPW,CA,15183,US,1,AQYSFDUHOP@dell.com,9479539791,2,7613272601738573,2010/10,user205,password,79,40000,F
206,RRYSSO,QKUUFCIVPJ,8896107254 Dell Way,,NHECEGD,CO,62598,US,1,QKUUFCIVPJ@dell.com,8896107254,4,4463152668438852,2011/12,user206,password,50,60000,M
207,JCJYTT,TNZVWUKGHS,6620438987 Dell Way,,KJWRNZG,MA,62527,US,1,TNZVWUKGHS@dell.com,6620438987,1,5915406333282590,2008/07,user207,password,32,60000,M
208,OKJIDX,HZTBJZICJS,1608915044 Dell Way,,ZAFYHQN,VT,75419,US,1,HZTBJZICJS@dell.com,1608915044,5,3160989703610539,2009/06,user208,password,80,100000,M
209,FDZDKY,WLIVUKFNJG,3792013392 Dell Way,,SINIVLB,VA,47264,US,1,WLIVUKFNJG@dell.com,3792013392,1,8617610038723797,2008/12,user209,password,67,60000,F
210,RNMPJY,YFTILGSRZA,9294354440 Dell Way,,FHVRJTB,OH,91125,US,1,YFTILGSRZA@dell.com,9294354440,5,8862436947878451,2011/04,user210,password,88,40000,M
211,LWEKUJ,DDUJVMIWSQ,2891817942 Dell Way,,SJALLSI,LA,60840,US,1,DDUJVMIWSQ@dell.com,2891817942,5,8434869633987547,2008/03,user211,password,62,80000,F
212,TAXDEB,YOXKWTDNLM,6715788093 Dell Way,,OWYGFIV,ME,35406,US,1,YOXKWTDNLM@dell.com,6715788093,3,5721002531237901,2009/03,user212,password,64,20000,F
213,ODLPBZ,MMWGPKRCYN,2254211018 Dell Way,,AETIZEP,NJ,77374,US,1,MMWGPKRCYN@dell.com,2254211018,5,9806594968773426,2011/11,user213,password,36,40000,M
214,RYARLN,NRCXJEWXFA,5600068507 Dell Way,,QNZUDPN,IL,50786,US,1,NRCXJEWXFA@dell.com,5600068507,1,3759584844112396,2011/05,user214,password,39,60000,F
215,IDUVRM,YPVCLSILJV,8129480423 Dell Way,,LDZARHM,FL,41801,US,1,YPVCLSILJV@dell.com,8129480423,5,7870392904616893,2008/05,user215,password,26,60000,M
216,YGEKET,GHEZPPILBM,8348967875 Dell Way,,KCDSOIB,LA,32561,US,1,GHEZPPILBM@dell.com,8348967875,3,6714487021323294,2012/11,user216,password,28,100000,F
217,HHGBNN,FNCVVNWHYY,6630870131 Dell Way,,LQNTSWZ,MT,38083,US,1,FNCVVNWHYY@dell.com,6630870131,3,2411882798187434,2011/04,user217,password,35,20000,M
218,MCDAIQ,DELQBTPAEG,8816522961 Dell Way,,NYYKXLS,NC,90322,US,1,DELQBTPAEG@dell.com,8816522961,2,2886030686553567,2008/05,user218,password,76,80000,F
219,YQVOTZ,AJAUZBYFOW,7071810956 Dell Way,,DZUORIM,NC,67869,US,1,AJAUZBYFOW@dell.com,7071810956,4,1136976864654570,2010/04,user219,password,54,60000,M
220,IZPIZZ,JUZKTEYQHX,4715606254 Dell Way,,KWPTIDK,AK,82093,US,1,JUZKTEYQHX@dell.com,4715606254,3,1535790319554507,2012/11,user220,password,86,40000,M
221,OOWOXQ,NHJSGZZEKW,8024583176 Dell Way,,UEFXOGS,WV,76164,US,1,NHJSGZZEKW@dell.com,8024583176,5,6799417681992055,2011/02,user221,password,56,40000,M
222,KVPBIW,LADLAHVXCA,7707627258 Dell Way,,DAPJSOC,MS,51144,US,1,LADLAHVXCA@dell.com,7707627258,2,6317456409800798,2009/06,user222,password,38,80000,F
223,WSQTDR,WPSELQGLTG,6681761544 Dell Way,,ADZPFMB,WV,74144,US,1,WPSELQGLTG@dell.com,6681761544,2,2820148667786270,2012/11,user223,password,55,80000,M
224,ENUVKJ,OOUEVFYCGB,5551250048 Dell Way,,CVGPWFH,MS,50947,US,1,OOUEVFYCGB@dell.com,5551250048,3,4249738764483482,2008/03,user224,password,90,20000,M
225,UACDOR,XTNDRQKSSF,1099968377 Dell Way,,ZHCFPPQ,CO,11112,US,1,XTNDRQKSSF@dell.com,1099968377,1,2746653990820050,2008/04,user225,password,83,80000,F
226,ZXXQVQ,DZITJAMPAU,5399641553 Dell Way,,RFKHVNH,TX,67610,US,1,DZITJAMPAU@dell.com,5399641553,5,9522778161801400,2009/08,user226,password,37,40000,M
227,EAIUEI,DYRDKGDFYI,7172292935 Dell Way,,PFECNBT,WY,90665,US,1,DYRDKGDFYI@dell.com,7172292935,2,5701220414135606,2012/09,user227,password,21,20000,M
228,KYXSBV,JEGQILORAT,3775013622 Dell Way,,WCHXWHU,NC,68429,US,1,JEGQILORAT@dell.com,3775013622,3,4475123568437994,2009/08,user228,password,27,80000,M
229,ALPWVT,CLCNZTNTPQ,4128732778 Dell Way,,BNMIHAY,NH,56647,US,1,CLCNZTNTPQ@dell.com,4128732778,5,2197880040388554,2010/09,user229,password,67,60000,F
230,GJZALL,CYLWMFMCGZ,3326815737 Dell Way,,POHPNWD,TX,83829,US,1,CYLWMFMCGZ@dell.com,3326815737,2,5715942581649870,2012/11,user230,password,67,20000,F
231,RFQCIO,NFASRDZRSN,2425690554 Dell Way,,YIAVLXQ,OH,29790,US,1,NFASRDZRSN@dell.com,2425690554,4,1508830762002617,2012/10,user231,password,35,60000,F
232,WPILDO,MWFPVXHJVP,5860990967 Dell Way,,JRBGHTM,MN,43816,US,1,MWFPVXHJVP@dell.com,5860990967,2,2722737114410847,2011/10,user232,password,33,80000,F
233,OCOCOL,IDGFLPBBZT,4646948505 Dell Way,,CGAVTMF,IL,79997,US,1,IDGFLPBBZT@dell.com,4646948505,1,6232737744227052,2011/09,user233,password,90,20000,M
234,OHJZPN,GVYVXZVQCC,5718193571 Dell Way,,RXVEDCY,NC,24319,US,1,GVYVXZVQCC@dell.com,5718193571,1,8901934914756567,2010/04,user234,password,68,20000,M
235,BBFOHB,NCZMYQOAIM,9853886479 Dell Way,,WMQYKEC,WI,37824,US,1,NCZMYQOAIM@dell.com,9853886479,3,6780904320999981,2011/07,user235,password,36,80000,M
236,MHVNUY,NHXDWYLIUY,1565292418 Dell Way,,YSICVHK,SD,76908,US,1,NHXDWYLIUY@dell.com,1565292418,3,3436183401383460,2009/03,user236,password,79,80000,M
237,RIHQWO,NZLLLTGJSY,1059322345 Dell Way,,SVUZGPT,KS,17902,US,1,NZLLLTGJSY@dell.com,1059322345,4,3707163629587740,2012/06,user237,password,76,60000,M
238,CDPRRP,CDBWJKPIDK,1863348993 Dell Way,,CCRSWZU,TX,67106,US,1,CDBWJKPIDK@dell.com,1863348993,4,1597759217489510,2012/03,user238,password,78,100000,F
239,LRBBTE,CQNNFWQQYT,1035903769 Dell Way,,HRPHMLY,ND,22996,US,1,CQNNFWQQYT@dell.com,1035903769,3,4281205979641527,2012/06,user239,password,71,40000,F
240,UIWYLM,MYRIOIHHPZ,8532190868 Dell Way,,WXLIWZM,TX,50462,US,1,MYRIOIHHPZ@dell.com,8532190868,4,9071420274209232,2010/12,user240,password,18,40000,F
241,WHSIUR,ADFILNYKKW,2585578940 Dell Way,,VSSVEPH,AL,34847,US,1,ADFILNYKKW@dell.com,2585578940,3,3266492069233209,2008/12,user241,password,58,20000,F
242,HKAYKE,ETPRSZBOVU,4533164555 Dell Way,,HRZWYZD,CT,63213,US,1,ETPRSZBOVU@dell.com,4533164555,2,5839909839909524,2012/05,user242,password,75,40000,M
243,VEDZIW,OZPOBDKVLB,9216089902 Dell Way,,UHAULDJ,SD,47729,US,1,OZPOBDKVLB@dell.com,9216089902,4,7840317948721350,2011/01,user243,password,53,60000,F
244,QMNNBN,CQOFAKRCEY,4593760254 Dell Way,,CZJFJFQ,ID,97140,US,1,CQOFAKRCEY@dell.com,4593760254,5,9782808824907988,2012/06,user244,password,29,60000,M
245,RAAFCR,UIREZUJYWI,5091884392 Dell Way,,ICRNTYM,DC,92098,US,1,UIREZUJYWI@dell.com,5091884392,1,4461169376038015,2011/07,user245,password,43,40000,M
246,JNRAHA,SLANVYKEGM,1953241795 Dell Way,,WUGVGJS,OK,45758,US,1,SLANVYKEGM@dell.com,1953241795,2,9423395997844636,2010/08,user246,password,54,100000,F
247,EWKEPW,FCSDMWKZSE,9178639777 Dell Way,,FNLOGEZ,LA,53760,US,1,FCSDMWKZSE@dell.com,9178639777,5,2033070211298763,2010/08,user247,password,36,60000,M
248,RTCNYE,FCRCNQVSWI,9242159193 Dell Way,,ELPIKYU,IN,77168,US,1,FCRCNQVSWI@dell.com,9242159193,4,4464414094574750,2008/04,user248,password,82,100000,F
249,ZJZEPC,VRQMMIIVMT,5333657757 Dell Way,,KUDJPLC,MT,25089,US,1,VRQMMIIVMT@dell.com,5333657757,4,5085826066322625,2009/07,user249,password,54,40000,M
250,MNLPJD,FVQOELAXWV,2265148245 Dell Way,,BFLNIYR,SC,65884,US,1,FVQOELAXWV@dell.com,2265148245,1,2131060719490051,2011/07,user250,password,90,20000,F
251,LTJPYF,FNJRNHOJIT,5319693184 Dell Way,,UWCTOXJ,OH,14869,US,1,FNJRNHOJIT@dell.com,5319693184,2,6145804445724935,2010/06,user251,password,62,100000,F
252,ZNEFSR,OKFWYOFSJB,3726352094 Dell Way,,UCPRLHT,WA,67533,US,1,OKFWYOFSJB@dell.com,3726352094,3,1990017764270305,2012/04,user252,password,41,100000,M
253,MCOERY,JNWYSPIUJK,4994618101 Dell Way,,KBWSUUI,CA,28395,US,1,JNWYSPIUJK@dell.com,4994618101,5,5730263859499246,2011/11,user253,password,43,40000,M
254,XKQVUD,STWHBQRMAS,8840514968 Dell Way,,ISMDAOI,MO,60334,US,1,STWHBQRMAS@dell.com,8840514968,2,4976068728137762,2009/07,user254,password,48,20000,M
255,BYSEQL,AXNROZRHIJ,3996292216 Dell Way,,TMKIVXX,OH,22516,US,1,AXNROZRHIJ@dell.com,3996292216,5,6752039397601039,2011/01,user255,password,58,80000,M
256,HZPSAN,GRCFIJOSDA,8146984087 Dell Way,,DMVAJNE,OH,49564,US,1,GRCFIJOSDA@dell.com,8146984087,3,5128881895449013,2009/03,user256,password,48,80000,F
257,AJFNPX,QVFZJYDKBP,7152320561 Dell Way,,GCYUGQF,AL,15207,US,1,QVFZJYDKBP@dell.com,7152320561,2,3552331936545670,2008/01,user257,password,53,20000,F
258,SQYPGT,VGDTJOVYUX,8619782804 Dell Way,,WPDNVEO,MS,58628,US,1,VGDTJOVYUX@dell.com,8619782804,3,5877144973725081,2009/09,user258,password,83,20000,F
259,VQPPLW,SFFHAEBXAR,3671714553 Dell Way,,BOMFCYT,WI,59568,US,1,SFFHAEBXAR@dell.com,3671714553,2,3291495500132442,2008/04,user259,password,61,20000,M
260,FPKBIP,GPQKRNLIPZ,6159762535 Dell Way,,VUCTOBI,TX,40758,US,1,GPQKRNLIPZ@dell.com,6159762535,1,6974036936182529,2008/01,user260,password,62,40000,M
261,AKAPRQ,FCITORIOMD,7365676672 Dell Way,,QGSSOOB,CT,65180,US,1,FCITORIOMD@dell.com,7365676672,2,7112545191310347,2009/09,user261,password,43,40000,F
262,JXTZDW,IXKZGYLJPR,9540433463 Dell Way,,CHFRIJH,AR,68569,US,1,IXKZGYLJPR@dell.com,9540433463,2,3890195515006781,2009/09,user262,password,48,80000,M
263,ERTBZQ,LYWKKGABIH,6566542046 Dell Way,,HAQQHSH,HI,16226,US,1,LYWKKGABIH@dell.com,6566542046,3,7873327853158117,2008/03,user263,password,45,40000,M
264,DGWUSV,QCFXCHGKPG,6326537996 Dell Way,,BFNTNTV,DC,33931,US,1,QCFXCHGKPG@dell.com,6326537996,1,5189834399614483,2012/05,user264,password,42,20000,M
265,FWIANL,GLONRZCYAI,9446080135 Dell Way,,MUWFPZM,GA,24944,US,1,GLONRZCYAI@dell.com,9446080135,1,5925173651892692,2009/04,user265,password,31,60000,F
266,NNSYTD,NGVMJUNSGH,3319631964 Dell Way,,OLXOYCS,UT,36223,US,1,NGVMJUNSGH@dell.com,3319631964,1,6190924708265812,2010/08,user266,password,72,100000,F
267,LXWPLD,LXMFKFMSTX,6351986862 Dell Way,,PHWSASA,ID,87142,US,1,LXMFKFMSTX@dell.com,6351986862,4,5325801098253578,2009/08,user267,password,62,80000,M
268,MKZPVX,CBIHNABLQI,3979425513 Dell Way,,HJIZJPW,WV,36049,US,1,CBIHNABLQI@dell.com,3979425513,2,9462667724583300,2012/02,user268,password,54,60000,F
269,MAIKCJ,SKWSLIJUPS,9490352484 Dell Way,,DPCSLBA,RI,44691,US,1,SKWSLIJUPS@dell.com,9490352484,4,5419349465984851,2010/02,user269,password,90,100000,F
270,IIGRBQ,OUCWDXMWAB,9235048020 Dell Way,,ZSMBSGL,NY,96633,US,1,OUCWDXMWAB@dell.com,9235048020,1,1688433615025133,2012/01,user270,password,32,40000,F
271,LXLCLG,EIJCUGCVFU,6672575523 Dell Way,,IGNPRFO,NH,38590,US,1,EIJCUGCVFU@dell.com,6672575523,3,4426763960160315,2012/09,user271,password,75,40000,M
272,GJBMOJ,WQEDSAINIP,9556971297 Dell Way,,BYHGMWO,CT,42373,US,1,WQEDSAINIP@dell.com,9556971297,5,1611147962510585,2011/03,user272,password,66,100000,M
273,SMDCIT,GLMGUZPJBO,9460061874 Dell Way,,QHANWDW,SD,19353,US,1,GLMGUZPJBO@dell.com,9460061874,3,3943755624815822,2011/07,user273,password,84,40000,F
274,BKIURU,HYPHOYICPP,7503574506 Dell Way,,DDMHZHK,WA,86553,US,1,HYPHOYICPP@dell.com,7503574506,3,4485530681908131,2011/11,user274,password,46,80000,F
275,SMYNTX,CAMBJORYSU,9755488057 Dell Way,,LZUTKSP,CO,32947,US,1,CAMBJORYSU@dell.com,9755488057,4,2083347867242992,2009/06,user275,password,47,20000,M
276,JPRHSS,TUBHLAAFLA,1906662633 Dell Way,,AEKSUNZ,PA,33723,US,1,TUBHLAAFLA@dell.com,1906662633,1,7219346944708378,2010/03,user276,password,61,100000,M
277,HDNZWH,AETBEZNEZS,1513486435 Dell Way,,PSMCRFJ,RI,40104,US,1,AETBEZNEZS@dell.com,1513486435,2,5840217979624868,2011/02,user277,password,43,100000,F
278,WXEEYJ,XANWNSWFIO,8074536088 Dell Way,,RKGXUAG,TN,38533,US,1,XANWNSWFIO@dell.com,8074536088,3,5271383880171925,2008/06,user278,password,74,20000,F
279,YFHHCI,VZVOWBWKTG,5305716901 Dell Way,,RQBRXWA,NY,43325,US,1,VZVOWBWKTG@dell.com,5305716901,5,8190472083631904,2009/11,user279,password,28,20000,F
280,LMDTHD,PWZQSKJZBA,1505129548 Dell Way,,ATXXTPG,HI,46923,US,1,PWZQSKJZBA@dell.com,1505129548,3,3246493724174797,2009/09,user280,password,38,80000,F
281,LKMOZI,OPAYZZAZAT,2223535093 Dell Way,,XXNMDTX,GA,30341,US,1,OPAYZZAZAT@dell.com,2223535093,3,9097498407587410,2010/01,user281,password,22,100000,F
282,NKLVZB,WYAWYZWSXT,1924203953 Dell Way,,FJXZGCF,MA,54346,US,1,WYAWYZWSXT@dell.com,1924203953,5,5873693423345686,2008/08,user282,password,90,80000,F
283,LNBMKZ,MGXMCQJWWT,8764344763 Dell Way,,TVZVBJI,DC,25809,US,1,MGXMCQJWWT@dell.com,8764344763,2,8467443868052215,2012/12,user283,password,83,40000,M
284,YTXXGE,VTGMCDIWWE,2921405410 Dell Way,,VRFFAJJ,UT,71047,US,1,VTGMCDIWWE@dell.com,2921405410,4,7058159681968392,2008/01,user284,password,32,20000,M
285,CZAHUT,OHWRPSNUOF,7536785773 Dell Way,,ATFJDBB,KY,81900,US,1,OHWRPSNUOF@dell.com,7536785773,3,8235087835229934,2012/07,user285,password,59,20000,F
286,OIHIWO,ENEWBYKGZE,2193997890 Dell Way,,LIINKRI,CO,20694,US,1,ENEWBYKGZE@dell.com,2193997890,1,6729655596427620,2011/01,user286,password,27,40000,F
287,KPGZTT,DQVCBBBFNK,9512775433 Dell Way,,NBUEJXI,MS,95962,US,1,DQVCBBBFNK@dell.com,9512775433,1,1267902967520058,2008/06,user287,password,48,60000,F
